"id"  , "category_id", "category_name", "question_subcategory_id", "subcategory_name"                                       , "question_topic_id", "topic_name"                                                       , "pregunta"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "respuesta"                                                                                          , "alternativas", "source", "answer_ai", "discussion_ai", "justification_ai", "source_ai"
"1037", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 76 años, hospitalizado desde hace 4 días por presentar diarreas profusas, se indica dextrosa al 5% en agua destilada 3,000 ml/día y 3 litros de agua libre por boca por día. Al tercer día lenguaje incoherente y somnolencia progresiva hasta llegar al coma. ¿Cuál sería la medida inicial?"                                                                                                                                                                                                                                                                                                                          , "Dosaje de sodio en sangre"                                                                          , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1037", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 76 años, hospitalizado desde hace 4 días por presentar diarreas profusas, se indica dextrosa al 5% en agua destilada 3,000 ml/día y 3 litros de agua libre por boca por día. Al tercer día lenguaje incoherente y somnolencia progresiva hasta llegar al coma. ¿Cuál sería la medida inicial?"                                                                                                                                                                                                                                                                                                                          , "Resonancia magnética cerebral"                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1037", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 76 años, hospitalizado desde hace 4 días por presentar diarreas profusas, se indica dextrosa al 5% en agua destilada 3,000 ml/día y 3 litros de agua libre por boca por día. Al tercer día lenguaje incoherente y somnolencia progresiva hasta llegar al coma. ¿Cuál sería la medida inicial?"                                                                                                                                                                                                                                                                                                                          , "Dosaje de amonio en sangre"                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1037", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 76 años, hospitalizado desde hace 4 días por presentar diarreas profusas, se indica dextrosa al 5% en agua destilada 3,000 ml/día y 3 litros de agua libre por boca por día. Al tercer día lenguaje incoherente y somnolencia progresiva hasta llegar al coma. ¿Cuál sería la medida inicial?"                                                                                                                                                                                                                                                                                                                          , "Punción lumbar"                                                                                     , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1038", "5"          , "FISIOLOGIA"   , "10"                     , "INTEGRACIÓN FISIOLÓGICA"                                , "12"               , "FISIOLOGÍA DEL EJERCICIO"                                         , "Diabético de 56 años, con enfermedad renal crónica estadio 4, evaluado por presentar debilidad generalizada y K sérico de 7 mEq/L, con alteraciones electrocardiográficas de la onda T y sensorio cambiante entre depresión y sopor. ¿Cuál es la primera medida de urgencia a tomar?"                                                                                                                                                                                                                                                                                                                                            , "Gluconato cálcico endovenoso"                                                                       , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1038", "5"          , "FISIOLOGIA"   , "10"                     , "INTEGRACIÓN FISIOLÓGICA"                                , "12"               , "FISIOLOGÍA DEL EJERCICIO"                                         , "Diabético de 56 años, con enfermedad renal crónica estadio 4, evaluado por presentar debilidad generalizada y K sérico de 7 mEq/L, con alteraciones electrocardiográficas de la onda T y sensorio cambiante entre depresión y sopor. ¿Cuál es la primera medida de urgencia a tomar?"                                                                                                                                                                                                                                                                                                                                            , "Resinas de intercambio catiónico"                                                                   , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1038", "5"          , "FISIOLOGIA"   , "10"                     , "INTEGRACIÓN FISIOLÓGICA"                                , "12"               , "FISIOLOGÍA DEL EJERCICIO"                                         , "Diabético de 56 años, con enfermedad renal crónica estadio 4, evaluado por presentar debilidad generalizada y K sérico de 7 mEq/L, con alteraciones electrocardiográficas de la onda T y sensorio cambiante entre depresión y sopor. ¿Cuál es la primera medida de urgencia a tomar?"                                                                                                                                                                                                                                                                                                                                            , "Catéter para iniciar diálisis"                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1038", "5"          , "FISIOLOGIA"   , "10"                     , "INTEGRACIÓN FISIOLÓGICA"                                , "12"               , "FISIOLOGÍA DEL EJERCICIO"                                         , "Diabético de 56 años, con enfermedad renal crónica estadio 4, evaluado por presentar debilidad generalizada y K sérico de 7 mEq/L, con alteraciones electrocardiográficas de la onda T y sensorio cambiante entre depresión y sopor. ¿Cuál es la primera medida de urgencia a tomar?"                                                                                                                                                                                                                                                                                                                                            , "Furosemida parenteral"                                                                              , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1039", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Agricultor de 38 años que sufre picadura de abeja, luego de lo cual, presenta urticaria aguda, disnea y shock. Al examen: estridor laríngeo y sibilantes en ambos campos pulmonares. ¿Cuál es el medicamento más urgente a usar para este paciente?"                                                                                                                                                                                                                                                                                                                                                                             , "Adrenalina"                                                                                         , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1039", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Agricultor de 38 años que sufre picadura de abeja, luego de lo cual, presenta urticaria aguda, disnea y shock. Al examen: estridor laríngeo y sibilantes en ambos campos pulmonares. ¿Cuál es el medicamento más urgente a usar para este paciente?"                                                                                                                                                                                                                                                                                                                                                                             , "Corticoide"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1039", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Agricultor de 38 años que sufre picadura de abeja, luego de lo cual, presenta urticaria aguda, disnea y shock. Al examen: estridor laríngeo y sibilantes en ambos campos pulmonares. ¿Cuál es el medicamento más urgente a usar para este paciente?"                                                                                                                                                                                                                                                                                                                                                                             , "Antihistamínico"                                                                                    , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1039", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Agricultor de 38 años que sufre picadura de abeja, luego de lo cual, presenta urticaria aguda, disnea y shock. Al examen: estridor laríngeo y sibilantes en ambos campos pulmonares. ¿Cuál es el medicamento más urgente a usar para este paciente?"                                                                                                                                                                                                                                                                                                                                                                             , "Broncodilatador"                                                                                    , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1040", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Jardinero de 58 años, lo traen inconsciente. Al examen: coma profundo, pupilas mióticas, respuesta favorable pero fugaz a un antídoto EV ¿Cuál es la causa más probable del cuadro tóxico?"                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Organofosforado"                                                                                    , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1040", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Jardinero de 58 años, lo traen inconsciente. Al examen: coma profundo, pupilas mióticas, respuesta favorable pero fugaz a un antídoto EV ¿Cuál es la causa más probable del cuadro tóxico?"                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Metanol"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1040", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Jardinero de 58 años, lo traen inconsciente. Al examen: coma profundo, pupilas mióticas, respuesta favorable pero fugaz a un antídoto EV ¿Cuál es la causa más probable del cuadro tóxico?"                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Metanol"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1040", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Jardinero de 58 años, lo traen inconsciente. Al examen: coma profundo, pupilas mióticas, respuesta favorable pero fugaz a un antídoto EV ¿Cuál es la causa más probable del cuadro tóxico?"                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Cocaína"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1041", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 22 años estando en una fiesta COVID presenta una gran agitación psicomotriz. Es llevado por sus amigos a la emergencia. Al examen: PA: 200/100 mmHg, FC: 140 x´, pupilas midriáticas, no signos de focalización neurológica. Laboratorio: glicemia 120 mg/dl. ¿Cuál es la sustancia que con mayor probabilidad le intoxicó?"                                                                                                                                                                                                                                                                                            , "Cocaína"                                                                                            , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1041", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 22 años estando en una fiesta COVID presenta una gran agitación psicomotriz. Es llevado por sus amigos a la emergencia. Al examen: PA: 200/100 mmHg, FC: 140 x´, pupilas midriáticas, no signos de focalización neurológica. Laboratorio: glicemia 120 mg/dl. ¿Cuál es la sustancia que con mayor probabilidad le intoxicó?"                                                                                                                                                                                                                                                                                            , "Opiáceo"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1041", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 22 años estando en una fiesta COVID presenta una gran agitación psicomotriz. Es llevado por sus amigos a la emergencia. Al examen: PA: 200/100 mmHg, FC: 140 x´, pupilas midriáticas, no signos de focalización neurológica. Laboratorio: glicemia 120 mg/dl. ¿Cuál es la sustancia que con mayor probabilidad le intoxicó?"                                                                                                                                                                                                                                                                                            , "Alcohol"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1041", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 22 años estando en una fiesta COVID presenta una gran agitación psicomotriz. Es llevado por sus amigos a la emergencia. Al examen: PA: 200/100 mmHg, FC: 140 x´, pupilas midriáticas, no signos de focalización neurológica. Laboratorio: glicemia 120 mg/dl. ¿Cuál es la sustancia que con mayor probabilidad le intoxicó?"                                                                                                                                                                                                                                                                                            , "Benzodiacepinas"                                                                                    , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1042", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Neonato de 7 días, ingresa a emergencia con fiebre, pobre succión y fontanela abombada. Durante el examen empieza a convulsionar. El LCR evidencia bacilos Gram (+). ¿Cuál de los siguientes es el agente causal?"                                                                                                                                                                                                                                                                                                                                                                                                               , "Listeria monocytogenes"                                                                             , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1042", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Neonato de 7 días, ingresa a emergencia con fiebre, pobre succión y fontanela abombada. Durante el examen empieza a convulsionar. El LCR evidencia bacilos Gram (+). ¿Cuál de los siguientes es el agente causal?"                                                                                                                                                                                                                                                                                                                                                                                                               , "Escherichia coli"                                                                                   , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1042", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Neonato de 7 días, ingresa a emergencia con fiebre, pobre succión y fontanela abombada. Durante el examen empieza a convulsionar. El LCR evidencia bacilos Gram (+). ¿Cuál de los siguientes es el agente causal?"                                                                                                                                                                                                                                                                                                                                                                                                               , "Neisseria meningitidis"                                                                             , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1042", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Neonato de 7 días, ingresa a emergencia con fiebre, pobre succión y fontanela abombada. Durante el examen empieza a convulsionar. El LCR evidencia bacilos Gram (+). ¿Cuál de los siguientes es el agente causal?"                                                                                                                                                                                                                                                                                                                                                                                                               , "Streptococcus agalactiae"                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1043", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Lactante de 9 meses presenta hace 4 días fiebre, deposiciones con moco y sangre, pujo y tenesmo. Al examen: deshidratado moderado, somnoliento, abdomen distendido, doloroso, RHA aumentados. Envía muestra para coprocultivo. Se inicia hidratación parenteral y antibiótico. ¿Cuál antibiótico debe elegirse?"                                                                                                                                                                                                                                                                                                                 , "Ceftriaxona"                                                                                        , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1043", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Lactante de 9 meses presenta hace 4 días fiebre, deposiciones con moco y sangre, pujo y tenesmo. Al examen: deshidratado moderado, somnoliento, abdomen distendido, doloroso, RHA aumentados. Envía muestra para coprocultivo. Se inicia hidratación parenteral y antibiótico. ¿Cuál antibiótico debe elegirse?"                                                                                                                                                                                                                                                                                                                 , "Ampicilina"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1043", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Lactante de 9 meses presenta hace 4 días fiebre, deposiciones con moco y sangre, pujo y tenesmo. Al examen: deshidratado moderado, somnoliento, abdomen distendido, doloroso, RHA aumentados. Envía muestra para coprocultivo. Se inicia hidratación parenteral y antibiótico. ¿Cuál antibiótico debe elegirse?"                                                                                                                                                                                                                                                                                                                 , "Cloranfenicol"                                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1043", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Lactante de 9 meses presenta hace 4 días fiebre, deposiciones con moco y sangre, pujo y tenesmo. Al examen: deshidratado moderado, somnoliento, abdomen distendido, doloroso, RHA aumentados. Envía muestra para coprocultivo. Se inicia hidratación parenteral y antibiótico. ¿Cuál antibiótico debe elegirse?"                                                                                                                                                                                                                                                                                                                 , "Amikacina"                                                                                          , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1044", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Niña de 7 años presenta telarquia, pubarquia y talla alta desde hace un año. El estudio de edad ósea revela edad de 9 años. Ecografía pélvica: alargamiento del útero. ¿Cuál estudio solicita para definir si el origen es de nivel central?"                                                                                                                                                                                                                                                                                                                                                                                    , "Dosaje de gonadotropinas al estímulo con GnRH"                                                      , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1044", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Niña de 7 años presenta telarquia, pubarquia y talla alta desde hace un año. El estudio de edad ósea revela edad de 9 años. Ecografía pélvica: alargamiento del útero. ¿Cuál estudio solicita para definir si el origen es de nivel central?"                                                                                                                                                                                                                                                                                                                                                                                    , "Tomografía computada pélvica con contraste"                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1044", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Niña de 7 años presenta telarquia, pubarquia y talla alta desde hace un año. El estudio de edad ósea revela edad de 9 años. Ecografía pélvica: alargamiento del útero. ¿Cuál estudio solicita para definir si el origen es de nivel central?"                                                                                                                                                                                                                                                                                                                                                                                    , "Dosaje de FSH"                                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1044", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Niña de 7 años presenta telarquia, pubarquia y talla alta desde hace un año. El estudio de edad ósea revela edad de 9 años. Ecografía pélvica: alargamiento del útero. ¿Cuál estudio solicita para definir si el origen es de nivel central?"                                                                                                                                                                                                                                                                                                                                                                                    , "Ecografía Doppler de ovarios"                                                                       , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1045", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Lactante de 8 meses hace una semana inició cuadro de rinorrea y fiebre, a la fecha es traído por presentar tos. Examen: T:38ºC, no adenopatías, orofaringe leve congestión, roncantes en ambos campos pulmonares. Además de antipirético ¿Cuál es el tratamiento indicado?"                                                                                                                                                                                                                                                                                                                                                      , "Fluidificante"                                                                                      , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1045", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Lactante de 8 meses hace una semana inició cuadro de rinorrea y fiebre, a la fecha es traído por presentar tos. Examen: T:38ºC, no adenopatías, orofaringe leve congestión, roncantes en ambos campos pulmonares. Además de antipirético ¿Cuál es el tratamiento indicado?"                                                                                                                                                                                                                                                                                                                                                      , "Antitusígeno"                                                                                       , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1045", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Lactante de 8 meses hace una semana inició cuadro de rinorrea y fiebre, a la fecha es traído por presentar tos. Examen: T:38ºC, no adenopatías, orofaringe leve congestión, roncantes en ambos campos pulmonares. Además de antipirético ¿Cuál es el tratamiento indicado?"                                                                                                                                                                                                                                                                                                                                                      , "Antihistamínico"                                                                                    , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1045", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Lactante de 8 meses hace una semana inició cuadro de rinorrea y fiebre, a la fecha es traído por presentar tos. Examen: T:38ºC, no adenopatías, orofaringe leve congestión, roncantes en ambos campos pulmonares. Además de antipirético ¿Cuál es el tratamiento indicado?"                                                                                                                                                                                                                                                                                                                                                      , "Antibiótico"                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1046", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Escolar con diagnóstico de faringitis por estreptococo. ¿Cuál grupo de estreptococo sería el más frecuente en este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "A"                                                                                                  , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1046", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Escolar con diagnóstico de faringitis por estreptococo. ¿Cuál grupo de estreptococo sería el más frecuente en este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "C"                                                                                                  , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1046", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Escolar con diagnóstico de faringitis por estreptococo. ¿Cuál grupo de estreptococo sería el más frecuente en este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "B"                                                                                                  , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1046", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Escolar con diagnóstico de faringitis por estreptococo. ¿Cuál grupo de estreptococo sería el más frecuente en este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "G"                                                                                                  , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1047", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Carpintero de 32 años, sufre impacto de partícula en ojo derecho mientras se encontraba martillando un clavo, acto seguido presenta dolor ocular y disminución de la visión en el ojo. Se sospecha cuerpo extraño intraocular ¿Cuál estudio de imagen está contraindicado?"                                                                                                                                                                                                                                                                                                                                                      , "Resonancia magnética de órbita"                                                                     , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1047", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Carpintero de 32 años, sufre impacto de partícula en ojo derecho mientras se encontraba martillando un clavo, acto seguido presenta dolor ocular y disminución de la visión en el ojo. Se sospecha cuerpo extraño intraocular ¿Cuál estudio de imagen está contraindicado?"                                                                                                                                                                                                                                                                                                                                                      , "Tomografía axial computarizada de órbita"                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1047", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Carpintero de 32 años, sufre impacto de partícula en ojo derecho mientras se encontraba martillando un clavo, acto seguido presenta dolor ocular y disminución de la visión en el ojo. Se sospecha cuerpo extraño intraocular ¿Cuál estudio de imagen está contraindicado?"                                                                                                                                                                                                                                                                                                                                                      , "Ecografía ocular"                                                                                   , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1047", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Carpintero de 32 años, sufre impacto de partícula en ojo derecho mientras se encontraba martillando un clavo, acto seguido presenta dolor ocular y disminución de la visión en el ojo. Se sospecha cuerpo extraño intraocular ¿Cuál estudio de imagen está contraindicado?"                                                                                                                                                                                                                                                                                                                                                      , "Radiografía de órbita"                                                                              , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
